rank,layer_idx,head_idx,importance_score
452,19,12,16.623017
453,16,9,16.619892
454,20,21,16.619540
455,30,26,16.616461
456,16,13,16.614410
457,7,13,16.610178
458,4,22,16.609584
459,5,18,16.605753
460,19,9,16.604322
461,20,10,16.603881
462,31,29,16.603309
463,6,27,16.598522
464,28,4,16.593670
465,14,19,16.591245
466,29,18,16.587653
467,7,0,16.587561
468,11,11,16.586593
469,0,14,16.578272
470,7,16,16.569464
471,21,2,16.531699
472,2,30,16.521978
473,7,4,16.518366
474,17,2,16.517892
475,28,25,16.514753
476,27,8,16.513905
477,15,8,16.507048
478,29,24,16.502908
479,26,9,16.496837
480,29,29,16.495914
481,27,21,16.495562
482,20,27,16.492095
483,22,1,16.469292
484,2,2,16.466188
485,25,8,16.447883
486,2,31,16.439475
487,21,15,16.431030
488,7,23,16.425996
489,6,29,16.422456
490,6,7,16.419552
491,9,9,16.416804
492,6,2,16.416464
493,2,14,16.406680
494,3,11,16.406531
495,5,2,16.404721
496,5,3,16.399885
497,29,0,16.392984
498,25,29,16.377770
499,15,24,16.374023
500,28,14,16.369517
501,9,22,16.366014
502,24,5,16.351939
503,25,2,16.339274
504,3,30,16.339230
505,19,18,16.316554
506,11,18,16.314761
507,12,22,16.312745
508,2,4,16.302477
509,26,22,16.299182
510,31,9,16.287361
511,30,2,16.280302
512,7,29,16.273359
513,19,13,16.273276
514,24,23,16.270087
515,21,20,16.264024
516,7,25,16.253649
517,21,25,16.251653
518,28,23,16.250872
519,7,15,16.248669
520,25,11,16.212027
521,15,14,16.209829
522,26,0,16.191129
523,6,22,16.188349
524,23,4,16.186916
525,18,10,16.182037
526,10,31,16.180074
527,3,10,16.174540
528,28,17,16.173371
529,30,16,16.163452
530,3,9,16.161331
531,5,24,16.161296
532,27,7,16.148279
533,30,12,16.146456
534,2,0,16.143681
535,3,31,16.141621
536,23,27,16.135479
537,5,1,16.123249
538,13,28,16.119238
539,4,8,16.118127
540,19,19,16.118000
541,12,14,16.115293
542,16,14,16.112238
543,7,14,16.106194
544,26,19,16.104567
545,29,10,16.104015
546,16,11,16.073097
547,29,23,16.069362
548,22,8,16.067270
549,19,4,16.063822
550,9,16,16.059589
551,9,20,16.050277
552,26,13,16.049300
553,18,13,16.048203
554,3,8,16.045313
555,4,11,16.040770
556,16,18,16.036990
557,23,7,16.035784
558,5,14,16.024868
559,10,18,16.012343
560,26,1,16.012208
561,30,11,16.011888
562,7,18,16.006956
563,12,9,16.001197
564,5,19,15.994756
565,11,21,15.985483
566,28,0,15.974979
567,1,14,15.973483
568,22,7,15.961502
569,5,5,15.951134
570,6,4,15.947334
571,10,10,15.941703
572,29,30,15.933440
573,3,1,15.926146
574,25,28,15.921370
575,5,27,15.908033
576,11,0,15.899677
577,18,27,15.899545
578,19,17,15.899228
579,14,24,15.897686
580,24,7,15.889617
581,8,7,15.885796
582,3,14,15.885030
583,9,23,15.877642
584,22,10,15.875767
585,17,9,15.870850
586,10,26,15.870362
587,15,9,15.867271
588,9,10,15.866579
589,10,7,15.862875
590,12,31,15.857877
591,17,21,15.848088
592,25,21,15.844909
593,11,4,15.840098
594,9,29,15.825244
595,7,3,15.820495
596,19,28,15.818580
597,15,22,15.792667
598,9,6,15.781051
599,8,3,15.778517
600,6,18,15.757709
601,17,29,15.754907
602,9,13,15.754049
603,1,28,15.751426
604,31,27,15.737567
605,3,28,15.737084
606,18,24,15.730997
607,26,11,15.727902
608,31,1,15.723669
609,17,31,15.719950
610,27,5,15.706669
611,22,15,15.699662
612,26,6,15.692249
613,19,3,15.690198
614,12,1,15.682577
615,13,21,15.679660
616,19,27,15.673652
617,15,23,15.667921
618,27,15,15.662621
619,11,23,15.654439
620,20,20,15.653412
621,14,18,15.642298
622,3,23,15.637182
623,19,16,15.634804
624,2,1,15.629477
625,10,24,15.613215
626,22,5,15.603857
627,21,11,15.593427
628,13,26,15.593386
629,6,11,15.593261
630,6,0,15.586896
631,29,25,15.581091
632,0,9,15.578186
633,10,1,15.568393
634,21,26,15.568045
635,28,18,15.564852
636,7,8,15.556117
637,9,5,15.548142
638,21,22,15.536012
639,16,7,15.528550
640,9,30,15.521043
641,29,11,15.510964
642,12,27,15.505545
643,26,10,15.495941
644,20,6,15.490933
645,6,1,15.490426
646,25,9,15.484830
647,9,19,15.479787
648,13,8,15.478534
649,13,2,15.478186
650,16,6,15.477359
651,6,20,15.472828
652,0,28,15.470930
653,9,4,15.467205
654,26,29,15.461827
655,7,30,15.458183
656,13,25,15.456929
657,28,3,15.454272
658,8,13,15.454008
659,7,22,15.452956
660,7,24,15.448624
661,9,26,15.447409
662,23,25,15.445815
663,13,4,15.431252
664,8,19,15.429829
665,28,21,15.427930
666,28,6,15.423225
667,10,20,15.416185
668,15,20,15.401077
669,8,12,15.398046
670,20,24,15.396859
671,2,15,15.396425
672,19,1,15.393620
673,17,26,15.385271
674,19,31,15.383815
675,3,12,15.377757
676,25,16,15.375938
677,17,1,15.371621
678,16,12,15.364092
679,3,25,15.360769
680,28,15,15.358127
681,4,3,15.351513
682,11,14,15.348311
683,4,29,15.347769
684,23,2,15.346029
685,3,22,15.344896
686,22,13,15.343563
687,7,28,15.340718
688,22,27,15.330246
689,18,3,15.327303
690,20,13,15.319208
691,9,31,15.318467
692,17,28,15.317905
693,14,25,15.313652
694,18,21,15.303699
695,19,0,15.282902
696,25,10,15.282371
697,21,13,15.271393
698,4,28,15.265160
699,15,21,15.264136
700,19,20,15.260154
701,30,6,15.248414
702,16,19,15.247513
703,20,30,15.245690
704,8,14,15.244945
705,3,27,15.244037
706,18,2,15.239570
707,27,11,15.237533
708,28,8,15.222244
709,21,18,15.203192
710,28,29,15.203161
711,3,0,15.196568
712,20,1,15.173283
713,18,8,15.163270
714,21,1,15.156738
715,23,8,15.153560
716,13,20,15.151727
717,30,30,15.131511
718,28,1,15.127640
719,9,8,15.115514
720,12,20,15.112992
721,21,16,15.106132
722,23,17,15.099033
723,16,5,15.097796
724,19,24,15.096024
725,30,4,15.093723
726,22,6,15.079074
727,20,15,15.061838
728,29,28,15.039066
729,9,1,15.035743
730,26,16,15.027685
731,8,15,15.016243
732,14,29,15.012785
733,12,11,14.995765
734,8,8,14.994885
735,28,11,14.986946
736,14,31,14.981411
737,11,12,14.980949
738,21,24,14.976049
739,21,17,14.975048
740,16,15,14.972698
741,19,25,14.972624
742,11,28,14.967556
743,19,6,14.949778
744,4,26,14.939969
745,23,19,14.921154
746,23,20,14.918139
747,13,1,14.911247
748,11,2,14.902155
749,4,1,14.901425
750,17,6,14.893205
751,17,23,14.879149
752,9,21,14.856821
753,13,11,14.854555
754,29,15,14.851164
755,10,19,14.841079
756,24,3,14.838670
757,30,15,14.837956
758,4,30,14.825758
759,14,15,14.821355
760,26,28,14.807543
761,15,15,14.806489
762,26,27,14.804937
763,13,13,14.781964
764,29,2,14.779101
765,12,30,14.778739
766,22,9,14.776752
767,13,18,14.775239
768,23,22,14.773784
769,1,25,14.767445
770,7,31,14.762136
771,17,25,14.760715
772,29,19,14.747358
773,9,18,14.733439
774,14,3,14.729348
775,8,2,14.709998
776,28,28,14.706119
777,14,12,14.705431
778,14,27,14.705176
779,18,16,14.700155
780,20,2,14.686519
781,25,30,14.681575
782,29,1,14.680713
783,9,12,14.671403
784,15,19,14.670311
785,16,2,14.668293
786,14,2,14.645274
787,12,7,14.645226
788,18,28,14.642131
789,2,3,14.637983
790,9,2,14.635926
791,20,26,14.632474
792,9,17,14.619379
793,1,31,14.617849
794,16,1,14.615243
795,29,3,14.611985
796,20,31,14.610458
797,25,17,14.609596
798,22,18,14.604987
799,18,9,14.604982
800,23,14,14.599219
801,26,8,14.590858
802,27,16,14.576995
803,6,25,14.570819
804,27,30,14.557359
805,23,26,14.555233
806,18,29,14.524379
807,30,14,14.523066
808,10,23,14.522625
809,24,1,14.517181
810,3,29,14.515977
811,23,9,14.510430
812,14,13,14.500998
813,9,24,14.496102
814,18,31,14.489653
815,12,10,14.486656
816,18,1,14.483234
817,12,4,14.478026
818,20,3,14.471693
819,29,7,14.468145
820,14,6,14.448581
821,18,20,14.433663
822,29,6,14.430341
823,13,15,14.429509
824,3,19,14.424355
825,19,5,14.414944
826,13,23,14.402352
827,21,8,14.401200
828,30,5,14.392093
829,10,22,14.389700
830,1,10,14.373175
831,20,25,14.370636
832,24,26,14.356719
833,23,11,14.355685
834,8,31,14.353746
835,1,8,14.345041
836,11,6,14.342387
837,20,22,14.338965
838,23,18,14.337274
839,10,21,14.327976
840,28,2,14.319267
841,11,27,14.313901
842,9,3,14.307519
843,11,1,14.295967
844,18,19,14.276444
845,25,25,14.268577
846,0,30,14.266138
847,9,7,14.260195
848,20,5,14.251042
849,26,18,14.246282
850,20,4,14.238730
851,3,13,14.237900
852,10,5,14.229768
853,14,1,14.219990
854,11,25,14.213627
855,16,27,14.205288
856,29,17,14.201131
857,11,26,14.167109
858,24,2,14.166220
859,20,16,14.158870
860,12,6,14.145830
861,13,5,14.139830
862,0,19,14.134037
863,24,9,14.128537
864,29,4,14.123657
865,26,26,14.123158
866,7,7,14.122201
867,25,27,14.111126
868,18,5,14.108558
869,22,12,14.107931
870,22,28,14.099442
871,23,10,14.090088
872,31,8,14.088837
873,22,29,14.079912
874,10,0,14.072238
875,20,11,14.070626
876,26,2,14.070360
877,22,14,14.067853
878,8,26,14.064661
879,4,5,14.062015
880,24,4,14.051481
881,8,29,14.046967
882,23,21,14.042417
883,5,26,14.038373
884,13,14,14.037375
885,6,26,14.034653
886,11,15,14.033401
887,13,3,14.027761
888,4,0,14.006876
889,24,8,14.002106
890,9,14,13.994515
891,21,23,13.983726
892,13,12,13.968318
893,21,27,13.964152
894,22,26,13.958887
895,13,9,13.952301
896,1,2,13.949954
897,16,25,13.947476
898,14,5,13.940233
899,11,24,13.937232
900,8,27,13.931142
901,23,3,13.909797
902,0,15,13.892277
903,14,0,13.890306
904,26,20,13.877876
905,26,7,13.876663
906,24,14,13.865539
907,23,24,13.863355
908,25,26,13.863070
909,0,5,13.844251
910,5,21,13.826970
911,18,23,13.822964
912,6,5,13.783740
913,27,1,13.779235
914,11,29,13.777974
915,19,29,13.765703
916,23,1,13.760689
917,22,23,13.758816
918,20,14,13.755937
919,29,5,13.740240
920,15,10,13.734505
921,10,28,13.733745
922,16,16,13.732957
923,2,5,13.728130
924,16,26,13.720295
925,24,0,13.682470
926,13,19,13.672561
927,8,18,13.654322
928,5,23,13.650826
929,24,10,13.650105
930,19,11,13.648564
931,11,5,13.644734
932,12,8,13.632941
933,26,4,13.626568
934,8,28,13.615383
935,22,25,13.598106
936,5,20,13.595421
937,27,2,13.592295
938,29,13,13.581461
939,0,13,13.581309
940,14,20,13.561198
941,30,8,13.556786
942,11,20,13.532098
943,30,7,13.487071
944,14,4,13.468331
945,27,27,13.464819
946,12,5,13.444625
947,17,22,13.442953
948,14,14,13.422097
949,2,19,13.413433
950,26,25,13.409713
951,24,11,13.398510
952,29,14,13.373754
953,19,23,13.372711
954,22,22,13.366780
955,20,18,13.349454
956,27,3,13.315263
957,1,22,13.305419
958,26,5,13.301220
959,27,26,13.280922
960,0,21,13.276763
961,14,28,13.259389
962,27,25,13.233198
963,29,12,13.222769
964,8,17,13.218168
965,27,0,13.213516
966,26,24,13.202414
967,8,16,13.176179
968,27,24,13.165893
969,14,22,13.142373
970,4,10,13.138947
971,13,16,13.122323
972,16,24,13.077910
973,14,7,13.076961
974,24,6,13.045033
975,15,18,13.039037
976,21,3,13.027030
977,0,8,13.024016
978,19,14,12.962019
979,13,0,12.940259
980,22,4,12.931152
981,0,26,12.921704
982,20,19,12.902102
983,13,10,12.889076
984,0,25,12.877418
985,10,3,12.866479
986,22,20,12.865922
987,0,22,12.861048
988,14,16,12.772984
989,6,21,12.750606
990,14,30,12.747248
991,20,17,12.732789
992,20,0,12.694266
993,17,24,12.685881
994,11,3,12.642188
995,27,17,12.638428
996,18,6,12.634586
997,27,19,12.625350
998,27,18,12.567253
999,11,22,12.497848
1000,7,26,12.475468
1001,10,17,12.473131
1002,7,6,12.387267
1003,6,3,12.382250
1004,22,21,12.355767
1005,1,9,12.325681
1006,5,7,12.305443
1007,11,13,12.221670
1008,13,17,12.217165
1009,0,27,12.173217
1010,4,19,12.144193
1011,7,21,12.087826
1012,9,0,12.037500
1013,6,24,12.029993
1014,8,30,11.960690
1015,11,7,11.823716
1016,18,22,11.821835
1017,20,12,11.578678
1018,9,28,11.539628
1019,17,27,11.471816
1020,10,6,11.386021
1021,2,6,11.334694
1022,8,9,11.166492
1023,8,10,10.865579
1024,16,0,10.849616
