rank,layer_idx,head_idx,importance_score
639,28,15,15.683151
640,22,13,15.682806
641,17,28,15.679866
642,29,11,15.678646
643,8,13,15.666832
644,12,14,15.640176
645,14,18,15.640154
646,24,3,15.640047
647,20,6,15.626578
648,20,26,15.623309
649,9,25,15.623047
650,19,0,15.621725
651,23,17,15.621366
652,26,27,15.618916
653,14,31,15.617281
654,28,21,15.614440
655,27,15,15.612536
656,20,20,15.611125
657,7,15,15.592432
658,25,9,15.580883
659,28,8,15.562571
660,11,18,15.562508
661,18,16,15.552669
662,18,9,15.538007
663,11,23,15.534539
664,28,29,15.528816
665,5,5,15.520035
666,4,28,15.514853
667,7,8,15.514529
668,11,0,15.510749
669,10,20,15.494227
670,18,21,15.489976
671,14,19,15.468324
672,9,30,15.465531
673,9,16,15.451275
674,3,0,15.444588
675,10,26,15.442477
676,19,16,15.440105
677,1,2,15.439871
678,6,20,15.439117
679,9,13,15.437612
680,3,27,15.433817
681,4,26,15.433024
682,25,10,15.424173
683,8,14,15.422783
684,28,11,15.421133
685,19,25,15.419933
686,12,27,15.409378
687,7,25,15.408774
688,26,28,15.404113
689,3,12,15.402698
690,6,1,15.402580
691,14,12,15.397714
692,8,12,15.390956
693,21,24,15.387440
694,14,13,15.386128
695,7,24,15.384361
696,22,9,15.379671
697,26,6,15.379619
698,19,31,15.378376
699,20,30,15.364312
700,21,17,15.361846
701,29,28,15.354621
702,16,15,15.351246
703,26,16,15.348706
704,10,24,15.341985
705,9,19,15.340054
706,19,24,15.333158
707,9,6,15.329543
708,30,6,15.320321
709,8,8,15.320005
710,18,28,15.318913
711,7,30,15.316592
712,15,22,15.313359
713,14,27,15.313151
714,26,11,15.309514
715,30,30,15.308858
716,23,19,15.306670
717,13,4,15.291291
718,13,25,15.268984
719,12,20,15.262324
720,0,9,15.246450
721,23,9,15.245567
722,28,1,15.242558
723,16,12,15.240038
724,25,16,15.232995
725,4,1,15.226610
726,30,14,15.224413
727,23,20,15.219292
728,0,28,15.217884
729,2,1,15.194317
730,18,3,15.175199
731,29,6,15.171158
732,15,20,15.167041
733,8,15,15.161706
734,13,20,15.146872
735,20,15,15.127384
736,17,6,15.112978
737,13,18,15.106105
738,30,15,15.100118
739,25,17,15.098670
740,21,1,15.095963
741,7,22,15.080777
742,4,29,15.059459
743,29,1,15.056061
744,17,1,15.052775
745,15,15,15.052431
746,11,4,15.048217
747,14,25,15.036920
748,21,16,15.029615
749,18,29,15.017442
750,15,21,15.015953
751,29,3,15.013174
752,26,10,14.981153
753,24,26,14.979742
754,23,22,14.977066
755,14,3,14.972447
756,4,30,14.960611
757,9,24,14.941359
758,23,11,14.931302
759,23,26,14.929063
760,26,8,14.928380
761,20,2,14.923763
762,25,25,14.920443
763,12,1,14.913701
764,28,28,14.905329
765,18,2,14.899514
766,20,5,14.893484
767,20,25,14.890814
768,13,6,14.888452
769,7,31,14.887818
770,21,18,14.883680
771,25,30,14.883440
772,17,23,14.878832
773,29,7,14.878424
774,29,15,14.857958
775,3,19,14.852233
776,12,30,14.846121
777,9,1,14.839565
778,19,5,14.838046
779,12,7,14.828362
780,23,14,14.827535
781,18,31,14.818414
782,1,25,14.818225
783,14,15,14.814133
784,9,8,14.812346
785,27,16,14.793490
786,13,13,14.783134
787,29,17,14.777430
788,26,2,14.772837
789,2,3,14.772021
790,14,2,14.767528
791,3,29,14.765741
792,1,8,14.758194
793,23,18,14.752212
794,25,27,14.749205
795,20,3,14.734204
796,29,19,14.731148
797,6,25,14.729271
798,9,23,14.724074
799,14,29,14.710297
800,9,21,14.709059
801,28,2,14.707728
802,14,5,14.707508
803,29,2,14.704824
804,1,31,14.699962
805,12,4,14.695474
806,16,2,14.689797
807,27,1,14.686676
808,20,22,14.686237
809,12,6,14.676546
810,1,10,14.672111
811,24,1,14.663563
812,18,20,14.650858
813,31,8,14.649681
814,18,1,14.640913
815,23,21,14.631778
816,30,4,14.623713
817,13,1,14.623228
818,13,11,14.620907
819,9,18,14.603009
820,23,2,14.594477
821,13,26,14.589611
822,19,6,14.577873
823,9,4,14.577410
824,11,28,14.552446
825,23,10,14.547287
826,8,2,14.538339
827,13,8,14.531382
828,13,3,14.530099
829,22,29,14.521249
830,22,14,14.510482
831,13,2,14.502799
832,21,8,14.493152
833,10,23,14.489926
834,12,11,14.487499
835,29,4,14.480117
836,10,22,14.478469
837,22,18,14.476665
838,20,16,14.468345
839,4,5,14.466555
840,17,25,14.465825
841,26,26,14.461602
842,27,3,14.453419
843,25,26,14.438683
844,19,29,14.436557
845,22,12,14.431764
846,18,19,14.426559
847,17,24,14.412178
848,20,4,14.410051
849,3,13,14.406446
850,13,15,14.377389
851,19,11,14.373819
852,10,0,14.372822
853,10,21,14.366107
854,9,17,14.364725
855,27,2,14.359460
856,20,11,14.352712
857,14,6,14.351201
858,23,24,14.349298
859,20,31,14.346542
860,24,9,14.343018
861,26,20,14.341166
862,27,30,14.332839
863,0,5,14.328704
864,7,7,14.325201
865,10,7,14.306967
866,22,28,14.299287
867,5,26,14.298669
868,30,5,14.284200
869,5,20,14.273519
870,24,8,14.270901
871,24,2,14.263722
872,10,19,14.262573
873,16,27,14.259849
874,26,18,14.259307
875,0,19,14.246674
876,15,19,14.241702
877,21,27,14.241293
878,20,14,14.239239
879,16,26,14.234712
880,24,4,14.227414
881,8,31,14.224930
882,23,1,14.221136
883,22,26,14.218587
884,0,15,14.215530
885,0,30,14.206932
886,11,25,14.199008
887,19,23,14.191763
888,14,1,14.188581
889,6,5,14.185565
890,18,23,14.182165
891,9,2,14.180702
892,11,27,14.171967
893,22,23,14.163755
894,13,14,14.135408
895,16,16,14.114969
896,16,25,14.113004
897,15,10,14.110640
898,24,10,14.108658
899,12,10,14.108088
900,13,12,14.096806
901,23,3,14.094988
902,18,5,14.088521
903,24,0,14.072515
904,24,14,14.072258
905,27,26,14.055062
906,29,5,14.050494
907,4,0,14.048009
908,9,3,14.047607
909,8,26,14.042611
910,27,27,14.026962
911,21,23,14.024273
912,22,25,14.021050
913,2,19,13.989026
914,30,8,13.978603
915,13,23,13.974186
916,27,0,13.974149
917,16,1,13.970702
918,29,13,13.959508
919,9,7,13.957183
920,11,26,13.954540
921,24,11,13.952367
922,27,24,13.948730
923,26,7,13.942223
924,26,25,13.934855
925,14,0,13.934379
926,11,6,13.924204
927,11,1,13.903680
928,10,5,13.880981
929,2,5,13.879825
930,8,29,13.878102
931,11,2,13.873564
932,29,14,13.851525
933,5,23,13.850179
934,9,12,13.836590
935,26,24,13.836116
936,11,24,13.813061
937,27,25,13.785824
938,10,28,13.756219
939,12,5,13.741449
940,0,13,13.717012
941,22,22,13.710658
942,30,7,13.673065
943,29,12,13.661788
944,13,9,13.627033
945,11,15,13.621689
946,14,22,13.597893
947,4,10,13.590072
948,14,4,13.586412
949,8,28,13.584392
950,11,29,13.581966
951,0,21,13.577489
952,19,14,13.574174
953,13,19,13.562784
954,8,16,13.545166
955,11,5,13.540911
956,24,6,13.534299
957,14,20,13.530644
958,1,22,13.524653
959,26,4,13.523493
960,11,20,13.472046
961,9,14,13.457653
962,8,27,13.455726
963,13,5,13.451884
964,26,5,13.376527
965,22,20,13.310425
966,14,14,13.308480
967,27,18,13.294131
968,0,26,13.285270
969,14,28,13.259695
970,20,18,13.249589
971,14,7,13.242571
972,27,19,13.215502
973,5,21,13.202733
974,16,24,13.196689
975,0,22,13.177452
976,21,3,13.170153
977,15,18,13.169267
978,22,4,13.160398
979,6,26,13.086347
980,8,17,13.080139
981,12,8,13.043166
982,27,17,13.039288
983,0,8,13.023867
984,13,16,12.962508
985,10,3,12.959121
986,6,21,12.921369
987,20,0,12.894163
988,20,19,12.887922
989,14,30,12.881862
990,8,18,12.866449
991,18,6,12.847152
992,22,21,12.802912
993,20,17,12.800051
994,13,0,12.784421
995,17,22,12.780926
996,1,9,12.772543
997,0,25,12.759225
998,11,22,12.619369
999,6,3,12.543023
1000,4,19,12.428173
1001,14,16,12.374072
1002,7,6,12.368852
1003,11,13,12.318619
1004,13,10,12.315963
1005,10,17,12.314708
1006,11,3,12.307495
1007,7,26,12.261977
1008,5,7,12.244109
1009,0,27,12.232787
1010,18,22,12.172753
1011,17,27,12.121963
1012,20,12,12.003829
1013,6,24,11.974752
1014,8,30,11.966000
1015,13,17,11.838839
1016,9,0,11.827877
1017,7,21,11.680143
1018,2,6,11.601554
1019,11,7,11.600965
1020,9,28,11.534162
1021,10,6,11.309347
1022,16,0,10.969135
1023,8,9,10.929672
1024,8,10,10.850921
