rank,layer_idx,head_idx,importance_score
733,14,31,15.073762
734,4,26,15.057868
735,26,27,15.044136
736,14,3,15.040517
737,30,15,15.034099
738,10,7,15.027569
739,12,20,15.027469
740,17,6,15.026138
741,15,20,15.021019
742,13,2,15.017834
743,10,24,15.011832
744,11,14,15.002564
745,24,3,15.001972
746,23,9,14.998859
747,23,18,14.986191
748,9,7,14.986051
749,8,15,14.979266
750,29,19,14.975741
751,2,3,14.965196
752,29,28,14.963363
753,30,14,14.960482
754,19,6,14.959540
755,25,30,14.958858
756,17,1,14.956274
757,29,6,14.951785
758,3,12,14.929896
759,15,15,14.922343
760,11,2,14.903636
761,26,8,14.898419
762,12,30,14.880613
763,25,17,14.878992
764,28,3,14.869067
765,14,13,14.862724
766,23,22,14.862000
767,21,13,14.860392
768,6,25,14.860209
769,23,14,14.859587
770,29,15,14.850649
771,21,24,14.850637
772,15,19,14.842916
773,30,5,14.841921
774,18,29,14.838904
775,14,2,14.838240
776,29,7,14.837286
777,3,29,14.835845
778,8,8,14.831061
779,19,5,14.820179
780,9,8,14.816593
781,18,1,14.813697
782,22,18,14.800061
783,20,22,14.793688
784,24,26,14.781723
785,9,21,14.779469
786,25,25,14.774258
787,7,31,14.754872
788,17,23,14.743202
789,4,30,14.733242
790,20,2,14.720193
791,9,1,14.711986
792,11,28,14.705061
793,24,1,14.701706
794,20,5,14.701134
795,23,11,14.695851
796,1,25,14.694563
797,15,21,14.693390
798,18,31,14.665574
799,1,31,14.663434
800,22,9,14.662398
801,31,8,14.660643
802,14,12,14.658224
803,17,25,14.652002
804,29,17,14.644930
805,13,1,14.638293
806,22,26,14.631546
807,20,3,14.627873
808,26,2,14.625892
809,13,18,14.619945
810,18,19,14.619678
811,12,11,14.618160
812,28,2,14.613101
813,13,13,14.607444
814,6,20,14.606113
815,18,20,14.590402
816,13,15,14.585548
817,9,18,14.582763
818,13,3,14.581627
819,8,2,14.569866
820,1,10,14.554863
821,13,11,14.552433
822,3,13,14.542571
823,13,8,14.540657
824,11,1,14.540567
825,12,4,14.539078
826,13,26,14.528046
827,26,18,14.526366
828,16,1,14.525906
829,29,4,14.522946
830,12,7,14.504320
831,12,6,14.501404
832,20,25,14.497946
833,4,5,14.491133
834,24,2,14.482082
835,27,16,14.479723
836,0,19,14.465174
837,10,19,14.460301
838,20,4,14.460008
839,23,21,14.458962
840,9,2,14.447786
841,23,10,14.442613
842,25,27,14.436301
843,16,5,14.423169
844,3,19,14.411910
845,24,8,14.411353
846,22,29,14.409641
847,22,12,14.407900
848,23,26,14.407327
849,21,8,14.406301
850,12,10,14.402294
851,26,26,14.401472
852,7,7,14.390228
853,20,11,14.385493
854,21,23,14.376736
855,19,29,14.357492
856,4,0,14.351405
857,9,24,14.345394
858,18,23,14.345388
859,24,4,14.336421
860,0,5,14.334378
861,25,26,14.332964
862,20,16,14.328202
863,10,23,14.322964
864,9,17,14.319680
865,23,1,14.282848
866,14,15,14.281561
867,1,8,14.265777
868,23,3,14.251962
869,0,30,14.232964
870,13,12,14.225186
871,22,14,14.223858
872,16,27,14.222286
873,14,6,14.217195
874,8,26,14.213573
875,22,28,14.202906
876,14,5,14.196884
877,26,7,14.194934
878,14,1,14.194113
879,5,26,14.187689
880,13,14,14.187479
881,22,25,14.183887
882,16,25,14.176353
883,10,21,14.170081
884,19,11,14.164000
885,24,9,14.159061
886,24,14,14.156669
887,9,3,14.151997
888,0,15,14.149492
889,11,25,14.133182
890,1,2,14.129512
891,8,31,14.125912
892,10,22,14.115918
893,14,20,14.109916
894,10,0,14.098669
895,18,5,14.092445
896,8,29,14.072042
897,27,1,14.069302
898,29,5,14.055169
899,23,24,14.053341
900,11,27,14.049490
901,2,5,14.048854
902,26,20,14.041718
903,16,16,14.031710
904,24,0,14.029352
905,20,14,14.009800
906,22,23,14.003566
907,16,2,14.002487
908,16,26,13.982742
909,6,26,13.980615
910,14,0,13.979310
911,29,13,13.962107
912,11,26,13.957482
913,30,7,13.952263
914,14,22,13.937620
915,11,6,13.935519
916,10,5,13.934550
917,2,19,13.924943
918,29,14,13.903301
919,27,3,13.885839
920,21,27,13.883879
921,27,2,13.881737
922,24,10,13.878428
923,13,23,13.862921
924,13,5,13.840690
925,11,24,13.830126
926,9,12,13.820241
927,26,4,13.809879
928,22,22,13.774235
929,15,10,13.769629
930,10,28,13.767463
931,8,17,13.761046
932,8,28,13.758058
933,11,15,13.754764
934,27,27,13.749699
935,19,23,13.745889
936,29,12,13.733213
937,14,4,13.718827
938,26,5,13.708270
939,5,21,13.706968
940,5,23,13.703341
941,30,8,13.698865
942,24,11,13.695872
943,6,5,13.687767
944,12,5,13.663573
945,11,5,13.662562
946,27,24,13.658691
947,26,25,13.653552
948,27,25,13.640366
949,11,20,13.622457
950,27,26,13.610390
951,13,9,13.599514
952,20,18,13.593439
953,27,0,13.565879
954,8,27,13.551162
955,4,10,13.525078
956,9,14,13.492554
957,14,14,13.490733
958,0,26,13.488680
959,5,20,13.448581
960,22,4,13.444816
961,13,19,13.434653
962,0,21,13.427287
963,14,28,13.412713
964,17,24,13.383471
965,26,24,13.377326
966,24,6,13.349448
967,8,18,13.314670
968,14,7,13.238615
969,15,18,13.216008
970,19,14,13.211655
971,21,3,13.203392
972,11,29,13.185610
973,17,22,13.176380
974,8,16,13.171479
975,0,13,13.140710
976,20,17,13.124393
977,22,20,13.100852
978,20,19,13.099370
979,16,24,13.096970
980,13,16,13.083951
981,12,8,13.060780
982,1,22,13.046747
983,0,8,13.022174
984,10,3,12.960717
985,0,25,12.915827
986,22,21,12.876471
987,27,17,12.867165
988,27,18,12.836813
989,27,19,12.817555
990,6,21,12.795765
991,20,0,12.786020
992,18,6,12.763181
993,14,16,12.680491
994,11,22,12.599030
995,7,6,12.545278
996,14,30,12.520061
997,13,0,12.489221
998,7,26,12.484133
999,1,9,12.469214
1000,11,3,12.439799
1001,6,3,12.404812
1002,13,10,12.391026
1003,0,27,12.370237
1004,5,7,12.338591
1005,6,24,12.220917
1006,10,17,12.195464
1007,13,17,12.130530
1008,4,19,12.118045
1009,11,13,12.036628
1010,7,21,11.987382
1011,8,30,11.905003
1012,18,22,11.860772
1013,20,12,11.826941
1014,0,22,11.802287
1015,9,0,11.784908
1016,11,7,11.740236
1017,0,28,11.637484
1018,9,28,11.631364
1019,2,6,11.594526
1020,17,27,11.480401
1021,10,6,11.479023
1022,16,0,11.120636
1023,8,9,11.064441
1024,8,10,10.821354
